,acd05,acd04,acd01,acd02,acd06,acd03
shammocking,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
shapen,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
shaved,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
shaveling,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
shaw,1e-10,5.0,1e-10,1e-10,1e-10,1e-10
shawls,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
sheaf,1e-10,1.0,1e-10,1e-10,1.0,1e-10
shearer,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
shears,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sheathed,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sheathing,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sheaths,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sheaves,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sheen,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sheepish,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sheepskin,1e-10,6.0,1e-10,1e-10,1e-10,1e-10
sheepskins,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
shelf,1e-10,1.0,1e-10,1.0,3.0,1.0
shelling,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
shells,1e-10,3.0,1e-10,1.0,2.0,1e-10
sheltered,1e-10,4.0,1.0,1.0,1e-10,1e-10
sheriff,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
shields,1e-10,12.0,1e-10,1e-10,1e-10,1e-10
shifting,1e-10,5.0,1e-10,1e-10,1.0,1.0
shifts,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
shifty,1e-10,1.0,1e-10,1e-10,1.0,1.0
shilling,1e-10,1.0,1.0,2.0,2.0,2.0
shillings,1e-10,2.0,1.0,3.0,10.0,1.0
shimmered,1e-10,1.0,1e-10,1e-10,1.0,1e-10
shingly,1e-10,1.0,1.0,1e-10,1e-10,1e-10
shiploads,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
shipman,1e-10,24.0,1e-10,1e-10,1e-10,1e-10
shipmen,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
shire,1e-10,1.0,1e-10,1e-10,1e-10,1.0
shocked,1e-10,2.0,1e-10,1.0,1.0,1e-10
shod,1e-10,3.0,1.0,1e-10,1e-10,1e-10
shoe,1e-10,6.0,2.0,1e-10,2.0,1e-10
shoon,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
shop,1e-10,1.0,1e-10,1.0,6.0,1.0
shorewards,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
shortest,1e-10,1.0,1e-10,1e-10,1.0,1e-10
shortness,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
shotwood,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
shouldst,1e-10,3.0,1e-10,1e-10,1e-10,1e-10
shoutings,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
shrew,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
shrewdly,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
shrift,1e-10,3.0,1e-10,1e-10,1e-10,1e-10
shriller,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
shrine,1e-10,7.0,1e-10,1e-10,1e-10,1e-10
shrines,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
shriven,1e-10,4.0,1e-10,1e-10,1e-10,1e-10
shropshire,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
shrovetide,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
shrugging,1e-10,1.0,1e-10,1e-10,1.0,2.0
shuffle,1e-10,1.0,1e-10,1e-10,1.0,1e-10
shun,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
shutting,1e-10,1.0,1e-10,1e-10,4.0,1e-10
sickerly,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sickle,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
siege,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
siegfried,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sieur,1e-10,7.0,1e-10,1e-10,1e-10,1e-10
sighs,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sightless,1e-10,2.0,1.0,1e-10,1.0,1e-10
sigismond,1e-10,1.0,1e-10,1e-10,1.0,1e-10
signified,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
signifies,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
signor,1e-10,3.0,1e-10,1e-10,1e-10,1e-10
signori,1e-10,3.0,1e-10,1e-10,1e-10,1e-10
silas,1e-10,3.0,1e-10,1e-10,1e-10,1e-10
silly,1e-10,2.0,1e-10,1e-10,2.0,1e-10
silted,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
silvered,1e-10,1.0,1e-10,2.0,1.0,1e-10
silversmith,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
silvery,1e-10,1.0,1e-10,1e-10,5.0,1e-10
simeon,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
simmered,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
simmering,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
simmers,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
simnel,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
simone,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
simples,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
simplicity,1e-10,1.0,1.0,1e-10,3.0,3.0
sinew,1e-10,1.0,1e-10,1e-10,1.0,1e-10
singled,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
singly,1e-10,1.0,1.0,1e-10,1e-10,1e-10
singsong,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sinlessness,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sipping,1e-10,1.0,1e-10,1e-10,2.0,1e-10
sires,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
sirrah,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sirs,1e-10,13.0,1e-10,1e-10,1.0,1e-10
sirvente,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
situated,1e-10,2.0,1e-10,1e-10,2.0,1.0
sixpence,1e-10,2.0,1.0,1e-10,5.0,1.0
skilful,1e-10,1.0,4.0,1e-10,2.0,1e-10
skimming,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
skinners,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
skip,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
skirmish,1e-10,2.0,1e-10,1e-10,2.0,1e-10
skirmishes,1e-10,2.0,1e-10,1e-10,1.0,1e-10
skirmishing,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
slabs,1e-10,1.0,1e-10,1e-10,1.0,1e-10
slant,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
slantwise,1e-10,3.0,1e-10,1e-10,1e-10,1e-10
slapping,1e-10,2.0,1.0,1e-10,5.0,1.0
slash,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
slashing,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
slaughter,1e-10,3.0,1e-10,1.0,1e-10,1e-10
slaver,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
slaves,1e-10,4.0,1e-10,1e-10,1e-10,1e-10
slavish,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sleek,1e-10,4.0,1e-10,1e-10,1.0,1e-10
sleepy,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sleeveless,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
slender,1e-10,4.0,1e-10,1e-10,2.0,1e-10
slew,1e-10,6.0,1e-10,1e-10,1e-10,1e-10
slice,1e-10,1.0,1e-10,1e-10,1.0,1e-10
slighted,1e-10,1.0,1e-10,1e-10,1.0,1e-10
slim,1e-10,2.0,1e-10,2.0,1e-10,1e-10
slimy,1e-10,1.0,1e-10,1.0,1e-10,1.0
slinger,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
slingers,1e-10,5.0,1e-10,1e-10,1e-10,1e-10
slinking,1e-10,1.0,1e-10,1.0,1e-10,1e-10
slips,1e-10,3.0,1e-10,1e-10,2.0,1e-10
sloping,1e-10,8.0,1e-10,1e-10,2.0,3.0
sloth,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
slowed,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sluggish,1e-10,1.0,1e-10,1.0,1e-10,1e-10
slumber,1e-10,1.0,2.0,1e-10,1e-10,1e-10
slumbers,1e-10,1.0,1.0,1.0,1e-10,1.0
slunk,1e-10,1.0,1e-10,1e-10,1.0,1e-10
smear,1e-10,2.0,1.0,1e-10,1.0,1.0
smelling,1e-10,1.0,1e-10,1e-10,1e-10,1.0
smelters,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
smirch,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
smirking,1e-10,1.0,1.0,1e-10,1e-10,1e-10
smite,1e-10,4.0,1.0,1e-10,1e-10,1e-10
smiter,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
smith,1e-10,3.0,3.0,1e-10,1.0,27.0
smithfield,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
smiths,1e-10,3.0,1e-10,1e-10,1e-10,1.0
smithy,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
smitten,1e-10,5.0,1e-10,1e-10,1e-10,1e-10
smokiness,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
smoothing,1e-10,1.0,1e-10,1e-10,2.0,1e-10
smote,1e-10,4.0,1e-10,1e-10,1.0,1e-10
smudge,1e-10,3.0,1e-10,1.0,1e-10,1.0
smudged,1e-10,1.0,1e-10,1.0,1e-10,1e-10
snakes,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
snare,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
snares,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
snatched,1e-10,1.0,1.0,1.0,1.0,1.0
sneer,1e-10,2.0,1e-10,1e-10,10.0,1e-10
sneers,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sniff,1e-10,1.0,1e-10,1.0,2.0,1e-10
sniffs,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
snivel,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
snorting,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
snorts,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
snowy,1e-10,1.0,1e-10,1e-10,1.0,1e-10
snug,1e-10,2.0,1e-10,1e-10,6.0,2.0
soak,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
soaked,1e-10,1.0,1e-10,1e-10,1.0,1e-10
soaking,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
soar,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
soared,1e-10,1.0,1e-10,1.0,1e-10,1e-10
soaring,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sobbed,1e-10,1.0,1.0,1e-10,3.0,1e-10
sober,1e-10,4.0,2.0,1.0,5.0,1.0
socage,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
socket,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
socman,1e-10,29.0,1e-10,1e-10,1e-10,1e-10
sodden,1e-10,1.0,1e-10,1.0,1e-10,1.0
softest,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
soldan,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
soldiering,1e-10,1.0,1e-10,1e-10,1e-10,1.0
soldiery,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
solely,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
solemnity,1e-10,1.0,1e-10,1e-10,1.0,1e-10
solent,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
soles,1e-10,1.0,1.0,1e-10,1e-10,1e-10
solleret,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sollerets,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
solomon,1e-10,3.0,1e-10,1e-10,1.0,1e-10
somersault,1e-10,1.0,1e-10,1.0,1e-10,1e-10
sompnour,1e-10,4.0,1e-10,1e-10,1e-10,1e-10
songs,1e-10,2.0,1e-10,1e-10,2.0,1e-10
sooth,1e-10,52.0,1e-10,1e-10,1e-10,1e-10
sooty,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sorely,1e-10,3.0,1.0,2.0,2.0,3.0
sorriest,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
soughing,1e-10,1.0,1e-10,1e-10,1.0,1e-10
souldich,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sounders,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
souris,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sous,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
southampton,1e-10,22.0,1e-10,1.0,3.0,1e-10
southland,1e-10,4.0,1e-10,1e-10,1e-10,1e-10
southlands,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
southwards,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sow,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sowley,1e-10,6.0,1e-10,1e-10,1e-10,1e-10
spacious,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
spades,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
spake,1e-10,4.0,1e-10,1e-10,1.0,1e-10
span,1e-10,1.0,1e-10,1e-10,1e-10,1.0
spangled,1e-10,3.0,1e-10,1.0,1e-10,1e-10
spaniard,1e-10,10.0,1e-10,1e-10,1e-10,1e-10
spaniel,1e-10,1.0,1e-10,5.0,1e-10,1.0
spanned,1e-10,2.0,1e-10,1.0,1e-10,1e-10
spared,1e-10,2.0,1e-10,1e-10,1.0,1e-10
sparkles,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sparks,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sparse,1e-10,1.0,1e-10,1e-10,2.0,1e-10
spear,1e-10,30.0,1e-10,1e-10,1e-10,1.0
spearman,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
spearmen,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
spears,1e-10,7.0,1e-10,1e-10,1.0,1e-10
speckled,1e-10,1.0,1.0,1e-10,1e-10,1e-10
spectators,1e-10,6.0,1e-10,1e-10,5.0,1e-10
speculation,1e-10,1.0,1e-10,2.0,14.0,1.0
spelled,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
spelling,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
spicarium,1e-10,3.0,1e-10,1e-10,1e-10,1e-10
spice,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
spiced,1e-10,4.0,1e-10,1e-10,1e-10,1e-10
spicery,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
spices,1e-10,2.0,1e-10,1e-10,1.0,1e-10
spied,1e-10,3.0,1e-10,1e-10,1.0,1e-10
spies,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
spigot,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
spilled,1e-10,2.0,1e-10,1e-10,1e-10,1.0
spin,1e-10,3.0,1.0,1e-10,1e-10,1e-10
spinach,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
spindle,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
spirited,1e-10,1.0,1.0,1e-10,1e-10,1e-10
splendor,1e-10,1.0,1e-10,1e-10,1e-10,1.0
spliced,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
splinter,1e-10,1.0,1e-10,1e-10,1e-10,2.0
spluttering,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
spoilers,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
spoiling,1e-10,1.0,1e-10,1e-10,1.0,1e-10
spokes,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
spokesmen,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
spoon,1e-10,7.0,1.0,1e-10,1e-10,1e-10
spoons,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sport,1e-10,7.0,1e-10,1.0,1.0,1.0
sports,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
spotless,1e-10,2.0,1e-10,1e-10,2.0,1e-10
spouse,1e-10,7.0,1e-10,1e-10,1e-10,1e-10
spouted,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sprack,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sprawl,1e-10,2.0,1e-10,1e-10,1.0,1e-10
sprawled,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sprawling,1e-10,3.0,1e-10,1e-10,1e-10,1e-10
sprig,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
sprightly,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
springald,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
springy,1e-10,2.0,1e-10,1e-10,3.0,1e-10
spume,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
spurred,1e-10,7.0,1e-10,1e-10,1.0,1e-10
spurt,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
spurted,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
spurting,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
squadrons,1e-10,4.0,1e-10,1e-10,1e-10,1e-10
squalid,1e-10,1.0,1e-10,1e-10,1.0,1e-10
squarely,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
squares,1e-10,2.0,1.0,1.0,1e-10,1.0
squatted,1e-10,3.0,1e-10,1e-10,1e-10,1e-10
squeeze,1e-10,1.0,1.0,1e-10,1e-10,1e-10
squeezed,1e-10,4.0,1e-10,1e-10,1.0,1.0
squire,1e-10,98.0,1e-10,1.0,1e-10,1e-10
squires,1e-10,60.0,1e-10,1.0,1e-10,1e-10
squireship,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
squirted,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
squirting,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
stab,1e-10,3.0,1.0,1e-10,2.0,1e-10
stabbers,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
stabbing,1e-10,3.0,1e-10,1e-10,1e-10,1e-10
stage,1e-10,1.0,1e-10,1.0,1.0,4.0
staggard,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
stagnant,1e-10,3.0,1e-10,1e-10,1e-10,1.0
stainer,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
stainers,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
stainless,1e-10,3.0,1e-10,1e-10,1.0,1e-10
stalked,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
stall,1e-10,2.0,1.0,1e-10,1e-10,1e-10
stalls,1e-10,4.0,1e-10,1e-10,2.0,1e-10
stanching,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
standard,1e-10,2.0,1.0,1e-10,2.0,2.0
standards,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
standpoint,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
stapletons,1e-10,1.0,1e-10,13.0,1e-10,1e-10
startling,1e-10,1.0,3.0,1e-10,1e-10,1.0
starts,1e-10,1.0,1e-10,1e-10,2.0,1e-10
starve,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
starved,1e-10,1.0,1e-10,2.0,2.0,1e-10
starving,1e-10,2.0,1.0,2.0,1.0,1e-10
states,1e-10,2.0,1.0,1.0,1e-10,1e-10
statues,1e-10,2.0,1.0,1e-10,1e-10,1e-10
stave,1e-10,21.0,1e-10,1e-10,2.0,1e-10
staves,1e-10,5.0,1e-10,1e-10,1e-10,1.0
staying,1e-10,2.0,3.0,1.0,3.0,1.0
steadfast,1e-10,1.0,1e-10,1.0,1.0,1e-10
steading,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
steadings,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
steadying,1e-10,1.0,1e-10,1e-10,3.0,1e-10
stealing,1e-10,4.0,1e-10,1e-10,1.0,1e-10
steam,1e-10,1.0,1.0,1e-10,5.0,10.0
steed,1e-10,11.0,1e-10,1e-10,1e-10,1e-10
steersman,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
stefano,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
stemming,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
stems,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
stephen,1e-10,10.0,1e-10,1e-10,1e-10,1e-10
stept,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sterile,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sterner,1e-10,1.0,1e-10,1e-10,1.0,1e-10
stertorously,1e-10,1.0,1e-10,1e-10,1.0,1e-10
stewing,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
stiffening,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
stiffness,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sting,1e-10,3.0,1e-10,1.0,2.0,1e-10
stint,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
stinted,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
stirring,1e-10,9.0,1.0,1e-10,1.0,1e-10
stirrings,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
stoat,1e-10,1.0,1e-10,1e-10,1e-10,1.0
stonework,1e-10,4.0,1e-10,1e-10,1e-10,1e-10
stormers,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
stormings,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
stormy,1e-10,1.0,1e-10,1e-10,2.0,1e-10
stoup,1e-10,6.0,1e-10,1e-10,1e-10,1e-10
stoups,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
stour,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
stourbridge,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
stourtons,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
stouter,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
stoutest,1e-10,1.0,1.0,1e-10,1e-10,1e-10
stoutly,1e-10,2.0,1e-10,1e-10,4.0,1e-10
straggling,1e-10,5.0,2.0,1e-10,1.0,1e-10
strait,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
straits,1e-10,1.0,1e-10,1e-10,1.0,1e-10
strand,1e-10,2.0,2.0,1.0,1.0,1.0
stratagem,1e-10,1.0,1e-10,1e-10,1.0,1e-10
strategist,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
streamer,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
streamers,1e-10,2.0,1e-10,1e-10,1.0,1e-10
strengthen,1e-10,1.0,1.0,1e-10,1e-10,1e-10
strengthening,1e-10,1.0,1e-10,1e-10,1.0,1e-10
stride,1e-10,3.0,4.0,1.0,2.0,1.0
strident,1e-10,2.0,1e-10,1.0,1e-10,1.0
strife,1e-10,4.0,1e-10,1e-10,1e-10,1e-10
strikes,1e-10,3.0,1.0,3.0,1e-10,1.0
stringing,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
stripe,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
stripes,1e-10,1.0,1.0,1e-10,1e-10,1.0
stripling,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
strive,1e-10,6.0,1e-10,1e-10,1e-10,1e-10
strollers,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
strongholds,1e-10,4.0,1e-10,1e-10,1e-10,1e-10
structures,1e-10,1.0,1e-10,1e-10,2.0,1e-10
strung,1e-10,2.0,1e-10,1e-10,1e-10,1.0
student,1e-10,3.0,3.0,1.0,21.0,1e-10
students,1e-10,2.0,1.0,1.0,12.0,1e-10
study,1e-10,1.0,10.0,9.0,11.0,4.0
stuff,1e-10,3.0,1.0,1e-10,2.0,1.0
sturdily,1e-10,2.0,1e-10,1.0,1e-10,1e-10
style,1e-10,5.0,4.0,1e-10,4.0,1e-10
styles,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
suavely,1e-10,1.0,1e-10,1e-10,1.0,1e-10
sub,1e-10,2.0,2.0,1e-10,2.0,1e-10
subdue,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
submission,1e-10,1.0,1e-10,1.0,1e-10,1e-10
substances,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
succeed,1e-10,1.0,1.0,2.0,8.0,1e-10
succeeding,1e-10,1.0,1.0,1e-10,1.0,1e-10
successes,1e-10,2.0,1e-10,1.0,1e-10,1e-10
succor,1e-10,3.0,1e-10,1e-10,1e-10,1e-10
succors,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
suckling,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sufferer,1e-10,1.0,1e-10,1e-10,4.0,1.0
suitor,1e-10,1.0,1e-10,2.0,4.0,1e-10
suitors,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sulky,1e-10,1.0,1.0,1e-10,2.0,1e-10
sullen,1e-10,6.0,1.0,1e-10,3.0,1e-10
sullenly,1e-10,3.0,1.0,1e-10,3.0,2.0
sultry,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sum,1e-10,2.0,2.0,2.0,17.0,6.0
summoning,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sumpter,1e-10,6.0,1e-10,1e-10,1e-10,1e-10
sumptuous,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sunburnt,1e-10,1.0,1e-10,1e-10,1.0,1e-10
sunday,1e-10,2.0,1e-10,1e-10,7.0,1e-10
sundered,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sundry,1e-10,1.0,1e-10,1e-10,1.0,1e-10
sunny,1e-10,3.0,1e-10,1e-10,3.0,1e-10
sunrise,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sunset,1e-10,1.0,1e-10,1e-10,1.0,1e-10
supplication,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
supporting,1e-10,2.0,1.0,1e-10,1e-10,1e-10
surcoat,1e-10,5.0,1e-10,1e-10,1e-10,1e-10
surcoats,1e-10,3.0,1e-10,1e-10,1e-10,1e-10
surer,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
surge,1e-10,1.0,1e-10,1e-10,3.0,1e-10
surging,1e-10,1.0,1e-10,1e-10,2.0,1e-10
surly,1e-10,1.0,1e-10,1e-10,5.0,1e-10
surpassing,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
survived,1e-10,1.0,1e-10,1e-10,1.0,1e-10
suspended,1e-10,1.0,2.0,1e-10,1.0,1.0
sustenance,1e-10,1.0,1.0,1e-10,1e-10,1e-10
sutler,1e-10,3.0,1e-10,1e-10,1e-10,1e-10
swaddling,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
swaggering,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
swallow,1e-10,1.0,1e-10,1.0,1e-10,1e-10
swallowed,1e-10,2.0,1.0,1.0,1e-10,1e-10
swallowing,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
swan,1e-10,1.0,1e-10,1.0,2.0,1e-10
swans,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
swarms,1e-10,1.0,1e-10,1e-10,1.0,1e-10
swathing,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
swathling,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sweated,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
sweating,1e-10,2.0,1e-10,1e-10,1e-10,1e-10
sweeter,1e-10,3.0,1e-10,1e-10,1.0,1e-10
sweetest,1e-10,3.0,1e-10,1e-10,1e-10,1e-10
sweeting,1e-10,4.0,1e-10,1e-10,1e-10,1e-10
swiftest,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
swilling,1e-10,1.0,1e-10,1e-10,1e-10,1e-10
swine,1e-10,8.0,1e-10,1e-10,1e-10,1e-10
